"cluster","pd","lgd dwt","ead","num ctp","sett","is","acca","cod type","cod stato","lgd pag"
"010114_881",0.0303541766,0.3453903079,154457.896522228,5595,10,0.3,0.0006182481,0,0,0.3217238645
"005108_40894",0.001698804,0.1845801877,5488.75027676909,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005109_56489",0.0027976946,0.194392398,99130.2351896866,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_82402",0.0077907016,0.2131025561,50976.5866739242,422315,5,0.3,8.844e-06,0,0,0.1762346968
"024411_0",0.0079,0.3697000046,6830.04655336613,1,24,0.3477,0.0794763511,0,0,0.3527
"005109_51535",0.0027976946,0.194392398,12392.0984669078,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005109_61715",0.0027976946,0.194392398,7272.8359586265,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005103_16346",3e-04,0.1829700477,5684.30739465981,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005111_41322",0.0077907016,0.2131025561,35194.7375610396,422315,5,0.3,8.844e-06,0,0,0.1762346968
"012108_519",0.0019666554,0.3098001456,24507.7528872799,927,12,0.3,0.0018802392,0,0,0.2791088306
"610108_4841",0.0017761099,0.2271846929,9524.76573852025,19925,10,0.3,0.0001727734,0,0,0.1889379183
"005109_39616",0.0027976946,0.194392398,180543.768827663,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_33153",0.0077907016,0.2131025561,58092.1369653348,422315,5,0.3,8.844e-06,0,0,0.1762346968
"613111_769",0.0077117313,0.2460969215,180066.066870934,6776,13,0.3,0.0006961931,0,0,0.2093256321
"005110_7748",0.0050928948,0.2066847819,295111.015402039,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005103_11399",3e-04,0.1829700477,13472.4642981971,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005108_23858",0.001698804,0.1845801877,70027.9451137429,418091,5,0.3,1.72258e-05,0,0,0.150151248
"610108_3105",0.0017761099,0.2271846929,115788.64291171,19925,10,0.3,0.0001727734,0,0,0.1889379183
"005110_1133",0.0050928948,0.2066847819,116788.733868345,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005106_9354",0.0006999989,0.1701066993,341549.062784792,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005109_22426",0.0027976946,0.194392398,5433.09463659762,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_20947",0.0077907016,0.2131025561,23873.8056067063,422315,5,0.3,8.844e-06,0,0,0.1762346968
"613115_35",0.0430006652,0.2404885983,89639.1991329702,8134,13,0.3,0.0022817224,0,0,0.2076795881
"005107_30434",0.0010022497,0.1770468884,194039.869538705,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"010112_984",0.0123238154,0.368068638,904795.941479051,8241,10,0.3,0.0003846001,0,0,0.3448683035
"005107_60286",0.0010022497,0.1770468884,14956.637240007,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_87060",0.0027976946,0.194392398,33770.7086280741,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005113_58775",0.0192875484,0.2052906677,4807.9329179365,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"610113_951",0.0190444343,0.2541844241,70304.2685237048,13219,10,0.3,0.0002783597,0,0,0.2184566005
"005107_70427",0.0010022497,0.1770468884,110321.700080229,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_57357",0.0027976946,0.194392398,27617.4933520334,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"610116_123",0.0727921745,0.2378948452,52715.1324849164,5329,10,0.3,0.0009189737,0,0,0.2022825353
"005107_75287",0.0010022497,0.1770468884,83448.6501274287,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_93871",0.0010022497,0.1770468884,2701.73620058942,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"010109_3544",0.0029333702,0.2917150744,123933.228458606,37718,10,0.3,0.0001115956,0,0,0.2597947567
"005109_39486",0.0027976946,0.194392398,46532.1535980066,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005115_11207",0.0407148977,0.2298021679,69865.5262466795,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005108_18725",0.001698804,0.1845801877,217676.006029999,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005103_8594",3e-04,0.1829700477,184746.95581266,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005113_12132",0.0192875484,0.2052906677,11079.1029785793,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"614113_115",0.0188967944,0.2602743713,91203.158636426,2710,14,0.3,0.0026888605,0,0,0.2322326994
"005107_94563",0.0010022497,0.1770468884,333557.782904623,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_50041",0.0077907016,0.2131025561,25968.2391171333,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610111_3217",0.0077033492,0.25794818,39392.1136180966,12670,10,0.3,0.0002308474,0,0,0.2210017554
"005109_67388",0.0027976946,0.194392398,115516.825122533,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_78920",0.0077907016,0.2131025561,5148.54642478688,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005116_38440",0.0719020006,0.2380512773,22151.8906021406,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005113_3631",0.0192875484,0.2052906677,31984.320617657,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005116_34651",0.0719020006,0.2380512773,93399.5835544853,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005108_41417",0.001698804,0.1845801877,60182.9237355615,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005108_393",0.001698804,0.1845801877,133931.288358149,418091,5,0.3,1.72258e-05,0,0,0.150151248
"013710_32",0.0050194205,0.3073652477,1307907.91163338,75,13,0.4388597653,0.0074061687,0,0,0.2893637675
"005107_91188",0.0010022497,0.1770468884,120106.903311259,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_75439",0.0010022497,0.1770468884,103370.171428693,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005103_17623",3e-04,0.1829700477,40523.666596338,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005107_74566",0.0010022497,0.1770468884,47019.0927434014,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005110_25282",0.0050928948,0.2066847819,88886.8103062103,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005110_19032",0.0050928948,0.2066847819,381382.661404684,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005107_96092",0.0010022497,0.1770468884,70815.2995929969,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005103_17823",3e-04,0.1829700477,159415.325066904,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005109_90817",0.0027976946,0.194392398,21158.164844084,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005108_48057",0.001698804,0.1845801877,92053.6266456454,418091,5,0.3,1.72258e-05,0,0,0.150151248
"619110_170",0.0050448668,0.2135089984,3051.21845523918,1955,19,0.3,0.0013564741,0,0,0.1759556162
"005108_49277",0.001698804,0.1845801877,16640.9675425418,418091,5,0.3,1.72258e-05,0,0,0.150151248
"614107_2171",0.001199144,0.2989157638,51706.7350701967,6061,14,0.3,0.0004433778,0,0,0.2688385211
"005108_5254",0.001698804,0.1845801877,116472.200027166,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005106_849",0.0006999989,0.1701066993,124422.564137789,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005113_7796",0.0192875484,0.2052906677,8204.55943339429,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005111_47004",0.0077907016,0.2131025561,41879.4673114126,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_79792",0.0027976946,0.194392398,31782.0889562767,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005113_66422",0.0192875484,0.2052906677,8257.12135371594,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005107_58596",0.0010022497,0.1770468884,72229.0767994586,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"610113_382",0.0190444343,0.2541844241,17473.9535528918,13219,10,0.3,0.0002783597,0,0,0.2184566005
"005107_73602",0.0010022497,0.1770468884,47068.4531276213,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_64094",0.0010022497,0.1770468884,23265.3483091599,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"012110_59",0.005057726,0.3781258974,36546.8308695954,1027,12,0.3,0.0011672939,0,0,0.3569179191
"005113_69985",0.0192875484,0.2052906677,2761.19971064738,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005107_3372",0.0010022497,0.1770468884,273851.206681928,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005115_14473",0.0407148977,0.2298021679,13282.148438077,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005103_4617",3e-04,0.1829700477,101698.132975275,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005107_7024",0.0010022497,0.1770468884,104582.260753969,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005116_34046",0.0719020006,0.2380512773,403.92074257062,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005110_452",0.0050928948,0.2066847819,47733.6088327503,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005107_8550",0.0010022497,0.1770468884,35421.2701480188,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_59383",0.0010022497,0.1770468884,28848.9263055305,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005108_48162",0.001698804,0.1845801877,46249.6200499618,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005113_12258",0.0192875484,0.2052906677,30901.1000411146,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005107_32930",0.0010022497,0.1770468884,14149.1792547158,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_58057",0.0077907016,0.2131025561,29536.0854658077,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610113_2019",0.0190444343,0.2541844241,10375.3581403911,13219,10,0.3,0.0002783597,0,0,0.2184566005
"005110_18747",0.0050928948,0.2066847819,45938.4624105497,286110,5,0.3,3.81605e-05,0,0,0.170589917
"610109_10110",0.0027198264,0.2444973574,16040.7837664553,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005113_83426",0.0192875484,0.2052906677,72979.0343872652,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005106_5399",0.0006999989,0.1701066993,6700.81921166415,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005110_13869",0.0050928948,0.2066847819,146529.492536583,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005118_5756",0.2565108504,0.2230705366,29003.1874397293,83292,5,0.3,8.3402e-05,0,0,0.1876993741
"005109_69217",0.0027976946,0.194392398,76147.9232292346,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005113_31344",0.0192875484,0.2052906677,120260.532562338,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005111_47426",0.0077907016,0.2131025561,76178.3906310661,422315,5,0.3,8.844e-06,0,0,0.1762346968
"619115_81",0.0419080644,0.2233780457,19159.336752108,955,19,0.3,0.0035638357,0,0,0.186445561
"613107_195",0.0010724197,0.241810701,21524.9836221937,8215,13,0.3,0.0004016741,0,0,0.2063199707
"013117_228",0.1204875019,0.3197459261,104264.680234607,1001,13,0.3,0.0033143039,0,0,0.2976881973
"005111_40084",0.0077907016,0.2131025561,6336.89949184929,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005103_21541",3e-04,0.1829700477,18335.4176039331,401848,5,0.3,4.119e-05,0,0,0.1483535962
"013108_977",0.0019559896,0.2844077156,29600.6007369081,8566,13,0.3,0.0003432572,0,0,0.2504721128
"005113_81343",0.0192875484,0.2052906677,18790.45588909,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005108_44796",0.001698804,0.1845801877,28475.7632465016,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005111_33339",0.0077907016,0.2131025561,23573.8081009317,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_59877",0.0027976946,0.194392398,89153.6589058871,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005115_17499",0.0407148977,0.2298021679,27822.3012583034,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005115_9438",0.0407148977,0.2298021679,89263.7824245895,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005113_16812",0.0192875484,0.2052906677,31941.2963499033,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"010115_1276",0.0479049429,0.3102196325,68084.8128771228,16734,10,0.3,0.0006232393,0,0,0.2898801688
"005111_61072",0.0077907016,0.2131025561,2302.90486749959,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005116_3935",0.0719020006,0.2380512773,15444.0627613637,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005116_19792",0.0719020006,0.2380512773,82023.4418286254,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"610112_1764",0.0120433414,0.333401636,5076.35700947355,6411,10,0.3,0.0003726444,0,0,0.2984108999
"026615_1",0.0485,0.3082000084,4015180.18068917,1,26,0.3935,0.4156801561,0,0,0.2912
"005113_43597",0.0192875484,0.2052906677,11378.3147692982,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005109_91700",0.0027976946,0.194392398,26048.7645985237,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"610113_2159",0.0190444343,0.2541844241,5104.70245477849,13219,10,0.3,0.0002783597,0,0,0.2184566005
"005115_5078",0.0407148977,0.2298021679,101836.250465924,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005107_63723",0.0010022497,0.1770468884,3504.98014461353,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_7361",0.0010022497,0.1770468884,96757.1357501172,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005115_12605",0.0407148977,0.2298021679,39383.4091787258,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005109_58990",0.0027976946,0.194392398,5938.88485033697,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_47609",0.0077907016,0.2131025561,105381.060903969,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005110_15751",0.0050928948,0.2066847819,20884.1988571926,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005107_9951",0.0010022497,0.1770468884,14195.393103177,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"613110_819",0.0050625755,0.2523002045,19165.0258259695,7874,13,0.3,0.0003599032,0,0,0.2144011927
"005109_66673",0.0027976946,0.194392398,87828.7466522349,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_35994",0.0077907016,0.2131025561,31739.3796214488,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_94543",0.0027976946,0.194392398,19285.4777711526,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005113_19097",0.0192875484,0.2052906677,5503.14335897908,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"618107_350",0.0010191318,0.1901182164,37573.8293539441,2620,18,0.3,0.0018544095,0,0,0.1547289095
"012210_19",0.0052698891,0.3907077736,48341.7160875204,77,12,0.3107656847,0.0088365003,0,0,0.3721990853
"005113_49192",0.0192875484,0.2052906677,1218.601719532,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005107_60027",0.0010022497,0.1770468884,19501.9015260468,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005106_12220",0.0006999989,0.1701066993,10507.1160288153,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005107_55092",0.0010022497,0.1770468884,43199.8394993896,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_66687",0.0077907016,0.2131025561,9624.67740118718,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005116_36999",0.0719020006,0.2380512773,36220.6938865335,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005103_11406",3e-04,0.1829700477,55715.0582146429,401848,5,0.3,4.119e-05,0,0,0.1483535962
"613109_3866",0.0027311171,0.2412404152,12405.0496850736,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005115_17745",0.0407148977,0.2298021679,3455.0203878867,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005111_47063",0.0077907016,0.2131025561,11548.6347722599,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005107_23932",0.0010022497,0.1770468884,13769.3275816022,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"013109_1757",0.0029961568,0.3022664322,275356.875325101,21266,13,0.3,0.0001637368,0,0,0.2729529062
"010111_541",0.0078877416,0.3623583664,284842.64670962,6995,10,0.3,0.0002757108,0,0,0.3377475249
"005116_10475",0.0719020006,0.2380512773,35480.6857626127,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"014109_1026",0.0031804513,0.309152815,1225790.72453618,7459,14,0.3,0.0007775373,0,0,0.2876379483
"005111_33178",0.0077907016,0.2131025561,27693.4181518855,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_64246",0.0192875484,0.2052906677,26289.4451135625,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005106_14160",0.0006999989,0.1701066993,32928.7298946244,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"017815_9",0.0499292723,0.1936003459,197313.048593361,1,17,0.5097,0.0557908265,0,0,0.1766003474
"005115_5218",0.0407148977,0.2298021679,35961.7362710852,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005108_40652",0.001698804,0.1845801877,145897.80059979,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005107_71552",0.0010022497,0.1770468884,59960.4959910338,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"010109_8347",0.0029333702,0.2917150744,30523.3345886861,37718,10,0.3,0.0001115956,0,0,0.2597947567
"005109_3036",0.0027976946,0.194392398,108886.565765303,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"T52932",0.0008865255,0.3276682636,414604534.88,1,52,0.3,1,2,932,0.3276682636
"613113_341",0.019096593,0.2465436582,1492.98715147855,6746,13,0.3,0.0005126196,0,0,0.2100105678
"005111_69476",0.0077907016,0.2131025561,14384.9767901752,422315,5,0.3,8.844e-06,0,0,0.1762346968
"002116_45",0.0715568886,0.1943108255,52350.3206504703,888,2,0.3,0.0193183754,0,0,0.1576716721
"005111_80804",0.0077907016,0.2131025561,21315.7789751898,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005107_88550",0.0010022497,0.1770468884,65668.1727097433,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005116_27844",0.0719020006,0.2380512773,15356.6360493709,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005118_4455",0.2565108504,0.2230705366,1543.02095854904,83292,5,0.3,8.3402e-05,0,0,0.1876993741
"013108_654",0.0019559896,0.2844077156,177071.695218295,8566,13,0.3,0.0003432572,0,0,0.2504721128
"005108_1595",0.001698804,0.1845801877,25333.2654225019,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005111_66976",0.0077907016,0.2131025561,65755.6988723345,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_59868",0.0192875484,0.2052906677,105071.216919085,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005108_46772",0.001698804,0.1845801877,56961.0624731631,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005106_4076",0.0006999989,0.1701066993,69717.6149525529,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"610109_17399",0.0027198264,0.2444973574,19851.5035598602,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005103_23475",3e-04,0.1829700477,57206.5185314075,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005109_71231",0.0027976946,0.194392398,31805.2701324711,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005113_41442",0.0192875484,0.2052906677,4900.12266201739,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005107_54822",0.0010022497,0.1770468884,19751.3155303522,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005116_461",0.0719020006,0.2380512773,4141.076939197,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005116_29753",0.0719020006,0.2380512773,17938.4258372945,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005108_43567",0.001698804,0.1845801877,1909.96760853385,418091,5,0.3,1.72258e-05,0,0,0.150151248
"010411_51",0.008015272,0.3495504439,634184.134956653,98,10,0.3507193231,0.0050927013,0,0,0.3313218879
"005111_61674",0.0077907016,0.2131025561,49233.7959343514,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_60119",0.0192875484,0.2052906677,1871.89637167183,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"610109_13557",0.0027198264,0.2444973574,45195.9786344058,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005107_47680",0.0010022497,0.1770468884,141082.849297172,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"610109_3863",0.0027198264,0.2444973574,3194.07117282512,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005118_1803",0.2565108504,0.2230705366,4437.23618429225,83292,5,0.3,8.3402e-05,0,0,0.1876993741
"610109_13302",0.0027198264,0.2444973574,8039.61018897068,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"613107_987",0.0010724197,0.241810701,55290.9396268032,8215,13,0.3,0.0004016741,0,0,0.2063199707
"610109_11725",0.0027198264,0.2444973574,18953.8031565702,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"010110_205",0.005042994,0.3472889308,62854.9270189538,10057,10,0.3,0.0002610426,0,0,0.3234093329
"610103_392",3e-04,0.1772250309,187012.58159504,4941,10,0.3,0.00254441,0,0,0.1424589335
"005107_2129",0.0010022497,0.1770468884,4407.95825435771,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"614107_760",0.001199144,0.2989157638,4050.86415573913,6061,14,0.3,0.0004433778,0,0,0.2688385211
"005110_12140",0.0050928948,0.2066847819,345003.111769762,286110,5,0.3,3.81605e-05,0,0,0.170589917
"013110_1987",0.0050319863,0.3606898951,90635.9979578046,6981,13,0.3,0.0003211598,0,0,0.3381433686
"619107_461",0.0010043942,0.1827484782,70690.2195839229,4867,19,0.3,0.0015750022,0,0,0.1471165019
"005109_92470",0.0027976946,0.194392398,60439.3174091458,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"613109_3482",0.0027311171,0.2412404152,41418.0933908078,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005110_13076",0.0050928948,0.2066847819,109485.308681677,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005116_15724",0.0719020006,0.2380512773,107155.766092478,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005113_42553",0.0192875484,0.2052906677,179814.232764656,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005113_68138",0.0192875484,0.2052906677,32666.5932172843,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"013114_1282",0.0302868243,0.3470186045,45717.7064879363,3736,13,0.3,0.0005550766,0,0,0.3250730564
"005111_75717",0.0077907016,0.2131025561,82044.0394800432,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005111_14393",0.0077907016,0.2131025561,20915.6648579696,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610108_1103",0.0017761099,0.2271846929,32953.6130400292,19925,10,0.3,0.0001727734,0,0,0.1889379183
"005108_35954",0.001698804,0.1845801877,21165.5776213059,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005111_6408",0.0077907016,0.2131025561,9380.19095021824,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_67229",0.0027976946,0.194392398,5956.64612072254,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005103_1873",3e-04,0.1829700477,8824.78837580965,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005107_66918",0.0010022497,0.1770468884,88800.9074776521,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"016416_7",0.0822878542,0.4041004239,121428.583594107,4,16,0.3501733335,0.069726113,0,0,0.3838016923
"613109_6800",0.0027311171,0.2412404152,73707.4150759916,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005116_18617",0.0719020006,0.2380512773,78344.622331862,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005107_13190",0.0010022497,0.1770468884,40721.7768803005,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_66446",0.0010022497,0.1770468884,21014.7269625468,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005116_8601",0.0719020006,0.2380512773,52266.7655911159,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"613109_3068",0.0027311171,0.2412404152,25962.9969886145,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005116_13732",0.0719020006,0.2380512773,4356.80060180506,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005109_41717",0.0027976946,0.194392398,150587.184086638,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"610109_18455",0.0027198264,0.2444973574,35723.4400237759,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005116_25042",0.0719020006,0.2380512773,71596.263369471,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005111_42024",0.0077907016,0.2131025561,74153.6255944564,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610112_1947",0.0120433414,0.333401636,17608.4228339589,6411,10,0.3,0.0003726444,0,0,0.2984108999
"005108_57654",0.001698804,0.1845801877,6324.34210504582,418091,5,0.3,1.72258e-05,0,0,0.150151248
"013109_1719",0.0029961568,0.3022664322,86005.4296528192,21266,13,0.3,0.0001637368,0,0,0.2729529062
"613109_2741",0.0027311171,0.2412404152,13378.4064052503,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005116_14722",0.0719020006,0.2380512773,34016.8205678256,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"614107_1225",0.001199144,0.2989157638,146838.965044918,6061,14,0.3,0.0004433778,0,0,0.2688385211
"614109_346",0.0027318707,0.2692995376,118526.698889105,10316,14,0.3,0.0003395173,0,0,0.236159241
"013108_919",0.0019559896,0.2844077156,20952.0770316962,8566,13,0.3,0.0003432572,0,0,0.2504721128
"005109_19800",0.0027976946,0.194392398,168757.096018678,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005109_28897",0.0027976946,0.194392398,147779.204368917,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005117_6021",0.1348372139,0.2285550364,8793.44275866881,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"005109_39301",0.0027976946,0.194392398,3572.35182704825,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"614113_228",0.0188967944,0.2602743713,43945.3888583499,2710,14,0.3,0.0026888605,0,0,0.2322326994
"005103_13676",3e-04,0.1829700477,132215.957927505,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005107_16935",0.0010022497,0.1770468884,15910.4505051591,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_3119",0.0010022497,0.1770468884,1606.26204080457,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_22125",0.0027976946,0.194392398,85683.1736480083,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_43355",0.0077907016,0.2131025561,10158.86607233,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610109_5308",0.0027198264,0.2444973574,10563.8538894969,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005116_18729",0.0719020006,0.2380512773,9035.91596523112,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"010114_160",0.0303541766,0.3453903079,71043.1222959968,5595,10,0.3,0.0006182481,0,0,0.3217238645
"005107_42214",0.0010022497,0.1770468884,37321.608873672,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005113_15258",0.0192875484,0.2052906677,19714.491369013,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005109_68590",0.0027976946,0.194392398,22251.0305483553,446020,5,0.3,9.9417e-06,0,0,0.1584937769
