"cluster","pd","lgd dwt","ead","num ctp","sett","is","acca","cod type","cod stato","lgd pag"
"005109_41492",0.0027976946,0.194392398,143764.667914987,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"613108_581",0.0017637206,0.2343189465,32056.7802686622,10437,13,0.3,0.0009615289,0,0,0.1965257414
"005108_13874",0.001698804,0.1845801877,3932.55541401708,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005110_858",0.0050928948,0.2066847819,28828.5530042529,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005117_8636",0.1348372139,0.2285550364,60027.4918132957,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"005108_47884",0.001698804,0.1845801877,34783.2940346598,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005113_16284",0.0192875484,0.2052906677,25335.2896878244,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005107_27366",0.0010022497,0.1770468884,17992.9429472586,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005110_13263",0.0050928948,0.2066847819,7353.77658164649,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005116_35695",0.0719020006,0.2380512773,88750.848360696,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005108_16642",0.001698804,0.1845801877,172817.798880308,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005106_4803",0.0006999989,0.1701066993,55891.7056513511,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"610108_669",0.0017761099,0.2271846929,1284.53063924519,19925,10,0.3,0.0001727734,0,0,0.1889379183
"005107_34471",0.0010022497,0.1770468884,17609.1633584063,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005108_45930",0.001698804,0.1845801877,82184.8273455615,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005109_57501",0.0027976946,0.194392398,152225.852367444,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"618109_502",0.0027431914,0.206829109,11750.1431332953,4107,18,0.3,0.0012185815,0,0,0.1695262236
"005109_20129",0.0027976946,0.194392398,144151.39282763,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005103_22050",3e-04,0.1829700477,2753.7219296397,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005111_38188",0.0077907016,0.2131025561,90918.1632974676,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005103_3209",3e-04,0.1829700477,112606.533017009,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005103_13900",3e-04,0.1829700477,56903.7985426555,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005110_3633",0.0050928948,0.2066847819,108352.427672037,286110,5,0.3,3.81605e-05,0,0,0.170589917
"010113_1371",0.0192886197,0.359507159,511540.973254155,6624,10,0.3,0.0004541616,0,0,0.3354096329
"005103_3008",3e-04,0.1829700477,19807.2896837734,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005108_56081",0.001698804,0.1845801877,81659.208365029,418091,5,0.3,1.72258e-05,0,0,0.150151248
"613112_1209",0.0121834102,0.3188155924,6553.14641130551,3123,13,0.3,0.0007446852,0,0,0.2828158274
"005106_16265",0.0006999989,0.1701066993,56761.682297243,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005107_8427",0.0010022497,0.1770468884,60915.5681379606,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_8858",0.0010022497,0.1770468884,14013.5666847859,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_13679",0.0027976946,0.194392398,37511.6086196414,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"619110_95",0.0050448668,0.2135089984,6997.09008463501,1955,19,0.3,0.0013564741,0,0,0.1759556162
"005111_46070",0.0077907016,0.2131025561,8261.51329031951,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005107_24746",0.0010022497,0.1770468884,118864.724969479,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"618108_485",0.0016989756,0.1900020325,7203.78242972398,2650,18,0.3,0.0016444336,0,0,0.1560183868
"005113_16029",0.0192875484,0.2052906677,1073.4687888028,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005118_618",0.2565108504,0.2230705366,82514.537908085,83292,5,0.3,8.3402e-05,0,0,0.1876993741
"610110_1513",0.004965357,0.2584059762,13199.2627143324,13295,10,0.3,0.0002663993,0,0,0.2214389639
"005107_12123",0.0010022497,0.1770468884,192777.993496057,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_90764",0.0010022497,0.1770468884,19024.064869463,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_112819",0.0077907016,0.2131025561,5394.32675379385,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005116_44106",0.0719020006,0.2380512773,6837.83759310858,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"002115_97",0.0436731989,0.3166523546,193801.400125015,2280,2,0.3,0.0039414604,0,0,0.2941246867
"005107_2102",0.0010022497,0.1770468884,12922.6810052567,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005110_24165",0.0050928948,0.2066847819,196283.389363902,286110,5,0.3,3.81605e-05,0,0,0.170589917
"610109_1382",0.0027198264,0.2444973574,7025.40791792256,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005109_30359",0.0027976946,0.194392398,4245.79390851405,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005117_7315",0.1348372139,0.2285550364,37140.6647734527,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"005109_27076",0.0027976946,0.194392398,21761.7308263531,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_63830",0.0077907016,0.2131025561,99680.820127356,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610109_14603",0.0027198264,0.2444973574,36994.8113027001,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"010109_3803",0.0029333702,0.2917150744,18289.1829369225,37718,10,0.3,0.0001115956,0,0,0.2597947567
"013412_41",0.0127437694,0.3711071425,150418.54146891,126,13,0.3524808536,0.0053122242,0,0,0.3524628359
"005111_107132",0.0077907016,0.2131025561,12235.5748140835,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005111_88430",0.0077907016,0.2131025561,80905.9852730577,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_25950",0.0027976946,0.194392398,25654.9845534446,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_70287",0.0077907016,0.2131025561,159532.624542158,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005117_10017",0.1348372139,0.2285550364,4772.49091128472,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"613109_6888",0.0027311171,0.2412404152,27275.0499512108,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005111_21006",0.0077907016,0.2131025561,4060.91714449402,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_85638",0.0027976946,0.194392398,51849.4935459385,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005116_32320",0.0719020006,0.2380512773,2527.01446346321,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005107_61689",0.0010022497,0.1770468884,17198.0357971022,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"010510_121",0.0051060684,0.3146071923,1022712.04636104,184,10,0.3704634746,0.0037937481,0,0,0.2975483576
"005106_4713",0.0006999989,0.1701066993,61699.2414307993,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005108_39657",0.001698804,0.1845801877,40946.4290554555,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005113_52062",0.0192875484,0.2052906677,6292.40142189377,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005116_25214",0.0719020006,0.2380512773,8373.62944107218,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"013310_220",0.0050938835,0.378387738,127562.295171837,206,13,0.3305427583,0.0029041907,0,0,0.3597613688
"610110_1811",0.004965357,0.2584059762,16454.9333175319,13295,10,0.3,0.0002663993,0,0,0.2214389639
"005107_36967",0.0010022497,0.1770468884,89886.4486615068,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_39681",0.0027976946,0.194392398,49498.2864252582,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005115_1361",0.0407148977,0.2298021679,92782.4117910945,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005116_44019",0.0719020006,0.2380512773,65299.7046347301,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005113_56062",0.0192875484,0.2052906677,27317.6470273733,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"610109_14725",0.0027198264,0.2444973574,19953.4795951963,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005111_37504",0.0077907016,0.2131025561,35318.6575825798,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_13198",0.0192875484,0.2052906677,14437.3676849775,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"618107_292",0.0010191318,0.1901182164,127141.5243362,2620,18,0.3,0.0018544095,0,0,0.1547289095
"005111_37920",0.0077907016,0.2131025561,6136.31334804169,422315,5,0.3,8.844e-06,0,0,0.1762346968
"010107_2511",0.0012109317,0.3182074048,65602.8583374494,10648,10,0.3,0.0002074247,0,0,0.2828475707
"013107_1534",0.0012103061,0.3267171038,3472.9123799746,8186,13,0.3,0.0002087325,0,0,0.2914080305
"005111_62702",0.0077907016,0.2131025561,1903.59483143353,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005103_17896",3e-04,0.1829700477,20939.0674371315,401848,5,0.3,4.119e-05,0,0,0.1483535962
"010414_62",0.0314326538,0.3531193856,302323.760490605,62,10,0.3516350528,0.0080485873,0,0,0.3354768622
"005113_17932",0.0192875484,0.2052906677,40659.4905807305,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005109_67867",0.0027976946,0.194392398,571.516942054241,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_9911",0.0077907016,0.2131025561,105046.998423964,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_44980",0.0192875484,0.2052906677,3683.76127378885,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005103_17535",3e-04,0.1829700477,40486.235155505,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005111_4424",0.0077907016,0.2131025561,104274.378504705,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005116_3699",0.0719020006,0.2380512773,44937.4203129469,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005108_12889",0.001698804,0.1845801877,10870.0825629281,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005106_1795",0.0006999989,0.1701066993,45665.3891301989,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005108_952",0.001698804,0.1845801877,136036.947738181,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005117_7944",0.1348372139,0.2285550364,33075.8609313796,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"005103_7640",3e-04,0.1829700477,2997.07722978734,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005109_66126",0.0027976946,0.194392398,17523.1765420576,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005109_54290",0.0027976946,0.194392398,3929.80674302825,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005103_10217",3e-04,0.1829700477,164334.262722915,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005111_4842",0.0077907016,0.2131025561,98204.3693926696,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005106_7539",0.0006999989,0.1701066993,46035.1388635001,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005116_44880",0.0719020006,0.2380512773,22283.6366232295,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005109_57910",0.0027976946,0.194392398,9863.48343390461,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"618111_330",0.007719065,0.219817149,39186.6013043176,1836,18,0.3,0.0025621799,0,0,0.183266112
"005108_30846",0.001698804,0.1845801877,185775.964747139,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005108_44578",0.001698804,0.1845801877,69105.9923118689,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005113_45627",0.0192875484,0.2052906677,85192.8809216606,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005113_23328",0.0192875484,0.2052906677,36136.4133268828,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005108_24867",0.001698804,0.1845801877,266371.786764221,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005111_100840",0.0077907016,0.2131025561,59133.2272511371,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_45227",0.0027976946,0.194392398,546.355077541254,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005107_88162",0.0010022497,0.1770468884,113568.576290715,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_22407",0.0027976946,0.194392398,8076.58134303579,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_76204",0.0077907016,0.2131025561,19910.4064776541,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005115_17321",0.0407148977,0.2298021679,83004.7382058158,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005116_5902",0.0719020006,0.2380512773,39768.9972661505,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"040515_4",0.0452,0.3697000046,24121.6484673903,3,40,0.376,0.0750366937,0,0,0.3527
"010312_54",0.0123186268,0.3706291033,202590.78579943,152,10,0.3310393952,0.0047754508,0,0,0.3515063773
"005111_105833",0.0077907016,0.2131025561,4107.42999796423,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_83546",0.0027976946,0.194392398,110990.900631469,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005113_58398",0.0192875484,0.2052906677,56744.2562700401,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005109_53957",0.0027976946,0.194392398,43741.8065532412,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005115_14161",0.0407148977,0.2298021679,178938.133326049,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005116_30512",0.0719020006,0.2380512773,10722.0512240572,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"013107_2182",0.0012103061,0.3267171038,12807.2703208924,8186,13,0.3,0.0002087325,0,0,0.2914080305
"005111_48610",0.0077907016,0.2131025561,37536.6300005942,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005107_69426",0.0010022497,0.1770468884,37628.3735497862,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005103_22474",3e-04,0.1829700477,62692.0712733132,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005113_70126",0.0192875484,0.2052906677,34581.2537324596,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005108_43523",0.001698804,0.1845801877,86904.5622825365,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005109_69995",0.0027976946,0.194392398,26113.3753450954,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005103_19642",3e-04,0.1829700477,101913.09715621,401848,5,0.3,4.119e-05,0,0,0.1483535962
"005107_49267",0.0010022497,0.1770468884,53558.1306795014,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005106_20673",0.0006999989,0.1701066993,113140.203868646,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005111_42204",0.0077907016,0.2131025561,43639.6577198494,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005116_17331",0.0719020006,0.2380512773,36247.0473920302,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"618109_20",0.0027431914,0.206829109,60975.7396528055,4107,18,0.3,0.0012185815,0,0,0.1695262236
"005107_73177",0.0010022497,0.1770468884,421967.454549981,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005117_909",0.1348372139,0.2285550364,5994.84315707733,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"005110_25574",0.0050928948,0.2066847819,247018.109873396,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005115_14618",0.0407148977,0.2298021679,41908.4880880742,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005113_55481",0.0192875484,0.2052906677,49287.415589339,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005111_43307",0.0077907016,0.2131025561,17080.0727687323,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_84463",0.0192875484,0.2052906677,13177.6361155384,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005106_11450",0.0006999989,0.1701066993,18600.4265092741,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005107_84583",0.0010022497,0.1770468884,57513.2333833823,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_47943",0.0077907016,0.2131025561,72206.3247781744,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610109_11632",0.0027198264,0.2444973574,52833.4975454801,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005109_54606",0.0027976946,0.194392398,45775.808898986,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005107_53539",0.0010022497,0.1770468884,6825.41253457598,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005115_2485",0.0407148977,0.2298021679,2708.66298949981,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005116_9904",0.0719020006,0.2380512773,126420.478848359,301041,5,0.3,2.21565e-05,0,0,0.2022362627
"005107_83970",0.0010022497,0.1770468884,70527.4777463387,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005113_60367",0.0192875484,0.2052906677,8424.96192847368,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005111_28285",0.0077907016,0.2131025561,37339.3092152558,422315,5,0.3,8.844e-06,0,0,0.1762346968
"613109_2078",0.0027311171,0.2412404152,14586.2424486206,23989,13,0.3,0.0001376287,0,0,0.2003579723
"005107_72603",0.0010022497,0.1770468884,78194.5957283475,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"610112_1037",0.0120433414,0.333401636,6240.82355620995,6411,10,0.3,0.0003726444,0,0,0.2984108999
"005109_47532",0.0027976946,0.194392398,20189.8088149236,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005107_2373",0.0010022497,0.1770468884,687.529169433631,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_53438",0.0010022497,0.1770468884,25886.9625927045,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_98066",0.0010022497,0.1770468884,2479.65126079175,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005108_53454",0.001698804,0.1845801877,13342.7439777241,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005115_6903",0.0407148977,0.2298021679,12972.894898156,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005118_10291",0.2565108504,0.2230705366,7103.14348541662,83292,5,0.3,8.3402e-05,0,0,0.1876993741
"005106_1296",0.0006999989,0.1701066993,67084.3595885116,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005108_29122",0.001698804,0.1845801877,150706.079813479,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005107_78807",0.0010022497,0.1770468884,90967.8531926663,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_94397",0.0027976946,0.194392398,294208.263948433,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"010112_974",0.0123238154,0.368068638,601262.799035501,8241,10,0.3,0.0003846001,0,0,0.3448683035
"005111_17917",0.0077907016,0.2131025561,49470.6976561484,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005109_60283",0.0027976946,0.194392398,3125.18317334391,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005107_65396",0.0010022497,0.1770468884,22538.4881691263,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005109_23782",0.0027976946,0.194392398,121424.378144069,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005107_36756",0.0010022497,0.1770468884,139283.087939791,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005107_24733",0.0010022497,0.1770468884,38976.9790773908,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"610109_15376",0.0027198264,0.2444973574,35578.6047890753,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005113_278",0.0192875484,0.2052906677,3840.34677965974,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"618103_87",3e-04,0.1753203063,327982.66632209,2242,18,0.3,0.0107366966,0,0,0.1453994366
"005109_28282",0.0027976946,0.194392398,81239.5040508499,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005111_79811",0.0077907016,0.2131025561,29324.9378925789,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005108_41929",0.001698804,0.1845801877,84348.0230896408,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005106_9434",0.0006999989,0.1701066993,602.412909501034,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"012410_101",0.0050230399,0.3780387413,920057.473639809,42,12,0.3491822375,0.0096952146,0,0,0.3602533516
"005109_67056",0.0027976946,0.194392398,64813.5195681355,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"005107_4813",0.0010022497,0.1770468884,22013.2461845632,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"610109_7847",0.0027198264,0.2444973574,22574.3438102648,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005113_26426",0.0192875484,0.2052906677,9562.61504859176,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005108_54004",0.001698804,0.1845801877,33098.1808014121,418091,5,0.3,1.72258e-05,0,0,0.150151248
"012112_77",0.0124661461,0.3907655404,116767.656402499,710,12,0.3,0.0014716887,0,0,0.3696132797
"005113_83213",0.0192875484,0.2052906677,61352.9280498047,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005110_19036",0.0050928948,0.2066847819,106655.413492354,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005107_76349",0.0010022497,0.1770468884,38210.5695721613,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"013714_19",0.0316420366,0.3146004393,368833.397807191,22,13,0.4463811638,0.0285558532,0,0,0.2973380051
"005108_34274",0.001698804,0.1845801877,79780.3927793305,418091,5,0.3,1.72258e-05,0,0,0.150151248
"014114_369",0.0301877432,0.344091389,83254.451126328,1455,14,0.3,0.0018171292,0,0,0.3244659662
"010109_4619",0.0029333702,0.2917150744,35392.6261704281,37718,10,0.3,0.0001115956,0,0,0.2597947567
"005118_8714",0.2565108504,0.2230705366,8585.11273843112,83292,5,0.3,8.3402e-05,0,0,0.1876993741
"005113_85437",0.0192875484,0.2052906677,17654.2923081165,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"610108_4954",0.0017761099,0.2271846929,70364.9070780726,19925,10,0.3,0.0001727734,0,0,0.1889379183
"005107_11398",0.0010022497,0.1770468884,26196.4240167832,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005110_7808",0.0050928948,0.2066847819,67376.343853741,286110,5,0.3,3.81605e-05,0,0,0.170589917
"010109_5880",0.0029333702,0.2917150744,101927.761869417,37718,10,0.3,0.0001115956,0,0,0.2597947567
"005108_43543",0.001698804,0.1845801877,13334.3002814326,418091,5,0.3,1.72258e-05,0,0,0.150151248
"010111_3312",0.0078877416,0.3623583664,32455.1882702156,6995,10,0.3,0.0002757108,0,0,0.3377475249
"005111_57111",0.0077907016,0.2131025561,253.98722683104,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005110_24230",0.0050928948,0.2066847819,234359.214230441,286110,5,0.3,3.81605e-05,0,0,0.170589917
"610109_15623",0.0027198264,0.2444973574,44354.1383900199,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"614108_1145",0.0016597415,0.2764503557,45175.4472289932,6477,14,0.3,0.0004377164,0,0,0.2438755272
"610113_2825",0.0190444343,0.2541844241,1258.38609525189,13219,10,0.3,0.0002783597,0,0,0.2184566005
"005107_105010",0.0010022497,0.1770468884,6052.26489546598,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"010712_28",0.0122353623,0.3012714615,13412284.5089551,62,10,0.4401550894,0.0337177187,0,0,0.2846826253
"005103_5686",3e-04,0.1829700477,61661.7515874234,401848,5,0.3,4.119e-05,0,0,0.1483535962
"610113_3438",0.0190444343,0.2541844241,12889.1264106704,13219,10,0.3,0.0002783597,0,0,0.2184566005
"005108_13397",0.001698804,0.1845801877,86614.1378724856,418091,5,0.3,1.72258e-05,0,0,0.150151248
"610109_3285",0.0027198264,0.2444973574,58886.3838912488,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"010108_1451",0.0019281772,0.2786608828,24923.794426355,13454,10,0.3,0.0002467775,0,0,0.2422341411
"010512_22",0.012530917,0.2668023993,275895.817144591,122,10,0.3734713204,0.01156946,0,0,0.2525000206
"005110_25770",0.0050928948,0.2066847819,34023.0460864162,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005107_12853",0.0010022497,0.1770468884,34344.5864623211,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"010113_986",0.0192886197,0.359507159,69522.1427207166,6624,10,0.3,0.0004541616,0,0,0.3354096329
"005107_102649",0.0010022497,0.1770468884,9428.83223035542,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005113_72960",0.0192875484,0.2052906677,20161.4424350413,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005106_15625",0.0006999989,0.1701066993,116936.739558086,288177,5,0.3,4.76813e-05,0,0,0.1366911003
"005107_99055",0.0010022497,0.1770468884,8509.37209646044,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_90206",0.0077907016,0.2131025561,101581.378540101,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005110_15214",0.0050928948,0.2066847819,135689.542225045,286110,5,0.3,3.81605e-05,0,0,0.170589917
"005107_5492",0.0010022497,0.1770468884,72348.4763270532,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005117_7972",0.1348372139,0.2285550364,28055.0877778765,54930,5,0.3,9.56534e-05,0,0,0.1926846469
"005111_31335",0.0077907016,0.2131025561,9522.96703699322,422315,5,0.3,8.844e-06,0,0,0.1762346968
"013114_20",0.0302868243,0.3470186045,201502.429978841,3736,13,0.3,0.0005550766,0,0,0.3250730564
"005111_22693",0.0077907016,0.2131025561,38876.4502817255,422315,5,0.3,8.844e-06,0,0,0.1762346968
"610115_369",0.043353849,0.2835426326,28393.6976576292,29673,10,0.3,0.0005004527,0,0,0.2518269755
"005108_217",0.001698804,0.1845801877,120203.699533429,418091,5,0.3,1.72258e-05,0,0,0.150151248
"614111_316",0.0072322695,0.2743974633,19183.3031543584,3527,14,0.3,0.0008557137,0,0,0.2434488924
"005115_12629",0.0407148977,0.2298021679,2004.88056943622,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"610109_13281",0.0027198264,0.2444973574,12042.9854164792,54007,10,0.3,5.39604e-05,0,0,0.2033755871
"005109_28713",0.0027976946,0.194392398,103694.581777593,446020,5,0.3,9.9417e-06,0,0,0.1584937769
"010109_6331",0.0029333702,0.2917150744,337940.038026349,37718,10,0.3,0.0001115956,0,0,0.2597947567
"005115_6068",0.0407148977,0.2298021679,9770.95098290185,198294,5,0.3,5.23093e-05,0,0,0.1945576752
"005107_85755",0.0010022497,0.1770468884,62075.819541522,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"618113_316",0.0191992611,0.2232135736,122648.341211666,2048,18,0.3,0.0020955258,0,0,0.1870106464
"005108_20833",0.001698804,0.1845801877,2448.40094815571,418091,5,0.3,1.72258e-05,0,0,0.150151248
"005107_4791",0.0010022497,0.1770468884,28574.013590682,473315,5,0.3,9.4484e-06,0,0,0.1409145217
"005111_47471",0.0077907016,0.2131025561,6565.74836164695,422315,5,0.3,8.844e-06,0,0,0.1762346968
"005113_84188",0.0192875484,0.2052906677,90899.9738340405,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"005113_67118",0.0192875484,0.2052906677,1115.43436845616,373889,5,0.3,1.1033e-05,0,0,0.1686317579
"014115_43",0.0499413776,0.3176174238,954615.25269676,2760,14,0.3,0.0026711671,0,0,0.2995470191
"005111_99222",0.0077907016,0.2131025561,64845.3984173633,422315,5,0.3,8.844e-06,0,0,0.1762346968
